type_repas,titre,url,image,auteur,difficulte,duree,regime,likes,prep_time,cook_time,total_time,cuisson_type,contraintes,rating,votes,portions,ingredients
garnitures,Purée au cresson,https://www.cuisine-libre.org/puree-au-cresson,https://www.cuisine-libre.org/local/cache-gd2/27/9475e5599a50e056117726b1f0b348.jpg?1644795073,,,Durée totale :35 min,Végétarien,18,15 min,20 min,PT35M,Vapeur,"Sans viande, Sans œuf, Sans gluten",5.00,18,4,500 g de pommes de terre à purée | 1 botte de cresson | 20 g de beurre doux | 10 cl de crème fleurette | sel et poivre du moulin
garnitures,Chou rouge aux pommes,https://www.cuisine-libre.org/chou-rouge-aux-pommes,https://www.cuisine-libre.org/local/cache-gd2/70/584ed0274112a09df5c77e99278446.jpg?1644795074,Cédric,,Durée totale :1 h,Végétarien,60,30 min,30 min,PT1H,Mijoté,"Sans viande, Sans œuf",5.00,60,4,"1 chou rouge | 4 pommes | 50 g de beurre ou margarine | 2 c. à soupe de cassonade | 1 c. à café de muscade râpée | sel, poivre | 2 c. à soupe de vinaigre de cidre | 1 verre d’eau (25cl)"
garnitures,Scorsonères à la provençale,https://www.cuisine-libre.org/scorsoneres-a-la-provencale,https://www.cuisine-libre.org/local/cache-gd2/7f/e8f91e17a25375e88ba1a24689f0dc.jpg?1707126744,Le Goût des Plantes,,,Végétarien,,?,,,Mijoté,"Sans viande, Sans œuf, Sans gluten",,,,"1 kg de scorsonères[1] | beurre | 3 tomates bien mûres (en saison) | 2 gousses d’ail | thym, origan, sarriette | sel, poivre"
garnitures,Choucroute de Siam,https://www.cuisine-libre.org/choucroute-de-siam,https://www.cuisine-libre.org/local/cache-gd2/6d/c9f7f398ff652040d3e2d064a97b1f.jpg?1644794887,Florian,,Durée totale :1 h 15,Non végétarien,15,15 min,1 h,PT1H15M,Bouilli,"Sans œuf, Sans lactose",5.00,15,4,"1 courge du Siam (1,5 kg pour 1 kg de chair égouttée) | 150 g de lardons fumés | 10 à 12 grains de genièvre | poivre | 2 verres de vin blanc"
garnitures,Purée de navets,https://www.cuisine-libre.org/puree-de-navets,https://www.cuisine-libre.org/local/cache-gd2/24/c8b390051680023615a1efc393fe94.jpg?1644794489,,,Durée totale :40 min,Végétarien,47,15 min,25 min,PT40M,Vapeur,"Sans viande, Sans œuf",5.00,47,6,"600 g de navets | 3 pommes de terre | 2 à 3 c.soupe de crème fraîche | 1 noix de beurre | sel, poivre"
garnitures,Pommes de terre au cumin et à la coriandre,https://www.cuisine-libre.org/pommes-de-terre-au-cumin-et-a-la-coriandre,https://www.cuisine-libre.org/local/cache-gd2/38/089dfd05dac2f715fe72ed2c88762f.jpg?1644794336,Romy,,Durée totale :35 min,Végétalien (vegan),61,15 min,20 min,PT35M,Vapeur,"Sans viande, Sans œuf, Sans lactose, Sans gluten",4.90,61,4,"1 kg de pomme de terre à chair ferme | 4 gousses d’ail | 1 citron | 6 c. soupe d’huile d’olive extra vierge | 2 c. café de cumin en poudre | 1 bouquet de coriandre fraîche | sel, poivre"
garnitures,Croquettes de pommes de terre de ma grand-mère,https://www.cuisine-libre.org/croquettes-de-pommes-de-terre-de-ma-grand,https://www.cuisine-libre.org/local/cache-gd2/58/316e18b215a457a7f61b97cc12e38d.jpg?1644794509,paddy,,Durée totale :1 h,Végétarien,58,45 min,15 min,PT1H,Friture,"Sans viande, Sans lactose, Sans gluten",5.00,58,6,6 belles pommes de terre (1 par personne) | 1 bouquet de persil | 2 gousses d’ail | 1 œuf | sel | poivre | farine ou fécule de pomme de terre (facultatif)
garnitures,Brandade de carottes,https://www.cuisine-libre.org/brandade-de-carottes,https://www.cuisine-libre.org/local/cache-gd2/83/e748d7e1eb021f1ddefcdb1ffed51a.jpg?1644795937,Wikimanche,,,Végétarien,,?,,,Bouilli,"Sans viande, Sans œuf",,,,"750 g à 1 kg de carottes de sable de Créances | 1 ou 2 oignons | 75 g de beurre | 50 g de farine | 1/2 l de lait | sel, poivre blanc, noix de muscade"
garnitures,Purée de patate douce aux pois et épinards,https://www.cuisine-libre.org/puree-de-patate-douce-aux-pois-et-epinards,https://www.cuisine-libre.org/local/cache-gd2/bc/e95f8fc770b9cd05f8ca0408a309b6.jpg?1644794534,SamA.,,Durée totale :25 min,Végétarien,23,15 min,10 min,PT25M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,23,5,"1 c. à soupe de beurre | 50 g de poireau, haché finement | 1 patate douce d’env 400 g, pelée et hachée | 220 ml d’eau | 50 g de pois surgelés | 75 g d’épinards frais, lavés et tiges rigides retirées"
garnitures,"Haricots beurre au citron, origan et parmesan",https://www.cuisine-libre.org/haricots-beurre-au-citron-origan-et-parmesan,https://www.cuisine-libre.org/local/cache-gd2/e7/8a02d1b8dae29262e4b9f7616dc2a5.jpg?1644799928,,,Durée totale :30 min,Végétarien,1,20 min,10 min,PT30M,Vapeur,"Sans viande, Sans œuf, Sans gluten",5.00,1,4,"750 g de haricots beurre | 1 citron | ½ échalote | 1 gousse d’ail | 1 poignée de parmesan en copeaux | 3 c. à soupe d’huile d’olive | 1 c. à soupe de vinaigre de vin blanc | 1 c. à thé d’origan séché | 1 c. à café de persil séché | sel, poivre"
garnitures,"Ravioles de cèpes, sauce Périgueux",https://www.cuisine-libre.org/ravioles-de-cepes-sauce-perigueux,https://www.cuisine-libre.org/local/cache-gd2/30/62092f823aeae0ff9c853d7d35497d.jpg?1644802748,Ja6,,,Non végétarien,,?,,,,,,,5,250 g de cèpes frais | 4 cuillères à soupe de graisse de canard | 2 gousses d’ail | 100 g de pâte à ravioles | 4 œufs | 20 cl de cognac ou d’armagnac | 20 cl de porto rouge | 80 cl de fond de volaille | 50 g de truffes (facultatif) | persil | sel & poivre
garnitures,Bettes aux fruits secs,https://www.cuisine-libre.org/bettes-aux-fruits-secs,https://www.cuisine-libre.org/local/cache-gd2/4e/68365685dfda2f5f2c2785e4553dba.jpg?1644796771,AMAP de Plaisir,,Durée totale :37 min,Végétalien (vegan),2,20 min,17 min,PT37M,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,2,6,700 g de bettes | 3 gousses d’ail | 1 oignon | 120 g de raisins secs | 80 g de pignons de pin | 10 cl de bouillon de légumes | 1/2 citron | 3 cuillères à soupe d’huile d’olive | sel et poivre
garnitures,Purée de potimarron confit,https://www.cuisine-libre.org/puree-de-potimarron-confit,https://www.cuisine-libre.org/local/cache-gd2/e0/a056de1e545b944dcb241edc0f7559.jpg?1644794691,Delphine H.,,Durée totale :1 h 20,Végétalien (vegan),1,20 min,1 h,PT1H20M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,1,2,150 g de potimarron | 1 oignon rouge | 4 châtaignes | du cumin | de la persillade | du sésame grillé | du sésame noir | du paprika | sel & poivre
garnitures,Purée de pois cassés,https://www.cuisine-libre.org/puree-de-pois-casses,https://www.cuisine-libre.org/local/cache-gd2/3e/df5a98f5cedecf3e17cc2483bd39d7.jpg?1644795440,,,Durée totale :4 h 10,Végétarien,,10 min,1 h,PT4H10M,Bouilli,"Sans viande, Sans œuf, Sans gluten",,,4,300 g de pois cassés | 2 carottes | 2 échalotes | 1 gousse ail | 1 bouquet garni | lait
garnitures,Fondue de poireaux au saumon fumé,https://www.cuisine-libre.org/fondue-de-poireaux-au-saumon-fume,https://www.cuisine-libre.org/local/cache-gd2/ac/9087ea66fde7cbd71ef3a9a2286de5.jpg?1644794314,Romy,Facile !,Durée totale :25 min,Non végétarien,62,15 min,10 min,PT25M,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",4.92,62,2,4 poireaux | 4 tranches de saumon fumé | 2 c. à soupe d’huile d’olive (facultatif) | 20 cl de crème de soja (remplace la crème fraîche) | quelques brins d’anethou de ciboulette | 1 c. à café de jus de citron | sel marin | poivre (mélange cinq baies)
garnitures,Stoemp à la carotte,https://www.cuisine-libre.org/stoemp-a-la-carotte,https://www.cuisine-libre.org/local/cache-gd2/4b/ad53f895fd5264247c3f2169cfdd70.jpg?1644794316,Romy,,Durée totale :45 min,Végétarien,38,15 min,30 min,PT45M,Vapeur,"Sans viande, Sans œuf, Sans gluten",4.84,38,3,5 pommes de terre moyennes | 3 belles carottes | 1 noix de beurre frais | 1 cuil. a café de moutarde | sel et poivre
garnitures,Galette de petit épeautre et pois cassés,https://www.cuisine-libre.org/galette-petit-epeautre-pois-casses,https://www.cuisine-libre.org/local/cache-gd2/a2/b4083b45ed464e5c9953a36475c58f.jpg?1644795441,kerhamon,,Durée totale :25 min,Végétalien (vegan),3,20 min,5 min,PT25M,,"Sans viande, Sans œuf, Sans lactose",5.00,3,3,350 g de flocons de petit épeautre | 200 g de flocons de pois cassés | 3 carottes | 1 grosse échalote | 3 cuillères à café de curcuma | 2 cuillères à soupe de farine de riz | 750 ml d’eau bouillante
garnitures,Chou rouge à la gelée de groseilles,https://www.cuisine-libre.org/chou-rouge-a-la-gelee-de-groseilles,https://www.cuisine-libre.org/local/cache-gd2/5e/62596afd8617aa23fd6eb5e9f17c92.jpg?1647774236,lunagarcia,,Durée totale :3 h 15,Végétarien,,2 h,1 h 15,PT3H15M,,"Sans viande, Sans œuf, Sans gluten",,,10,"2 c. à soupe d’huile d’olive | 2 c. à soupe de beurre | 2 oignons rouges râpés | 2 gousses ail écrasées | 2 c. à soupe de gingembre râpé | 1 chou rouge, sans la tige dure et finement tranché | 1 pomme à cuire, pelée, évidée et râpée | 100 ml de vinaigre balsamique | 1 bâton de cannelle cassé en 2 | 2 anis étoilé | ½ c. à café d’épices mélangées | 4 c. à soupe de gelée de groseilles"
garnitures,"Tovtchanka, purée aux haricots et pavot",https://www.cuisine-libre.org/tovtchanka-puree-aux-haricots-et-pavot,https://www.cuisine-libre.org/local/cache-gd2/49/6f19cb20d9003decc2586181b867ba.jpg?1647107364,,,Durée totale :12 h,Végétarien,2,15 min,2 h,PT12H15M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,2,2,"300 g de pommes de terre | ½ tasse de haricots secsou 1 tasse de haricots cuits | 3 c. à soupe de graines de pavot | 2 à 3 c. soupe (50 g) de beurre | 1 feuille de laurier | 1 petit piment | sel, poivre"
garnitures,"Clapshot, purée au navet",https://www.cuisine-libre.org/clapshot-puree-de-navet,https://www.cuisine-libre.org/local/cache-gd2/bc/b3b5a704dcb7e0804c64af27ba17d6.jpg?1644794485,,,Durée totale :35 min,Végétarien,,15 min,20 min,PT35M,Bouilli,"Sans viande, Sans œuf, Sans gluten",,,4,500 g de navet ou rutabaga[*] | 500 g de pommes de terre à puréeKing EdwardsouMarris Piper | 50 g de beurre | 2 c. à soupe de ciboulette ciselée | poivre noir du moulin | sel fin
garnitures,Champignons à la normande,https://www.cuisine-libre.org/champignons-a-la-normande,https://www.cuisine-libre.org/local/cache-gd2/78/60c622b54e7acbb5394263afb34334.jpg?1644794688,Yves Huot-Marchand,,Durée totale :30 min,Non végétarien,1,15 min,15 min,PT30M,Mijoté,"Sans œuf, Sans gluten",5.00,1,4,"600 g de champignons, tous à peu près de la même taille | 30 g de beurre | 10 cl de crème fraîche | 100 g de petits lardons maigres fumés | calvados | 2 cuillerées à soupe de persil haché ou de cerfeuil ciselé | sel et poivre blanc au moulin"
garnitures,Boulettes suédoises,https://www.cuisine-libre.org/boulettes-suedoises,https://www.cuisine-libre.org/local/cache-gd2/fa/2ab4ae8083a2bca000ba4dd0bee0cd.jpg?1644860356,,,Durée totale :3 h,Non végétarien,1,20 min,40 min,PT3H,,,5.00,1,4,"Pour les boulettes | 500 g de bœuf haché | 500 g de porc haché | 1 oignon haché finement | 1 gousse d’ail écrasée | 100 g de chapelure | 1 œuf | 5 c. à soupe de lait entier | sel, poivre | huile | Pour la sauce | 40 g de beurre | 40 g de farine | 150 ml de bouillon de légumes | 150 ml de bouillon de bœuf | 150 ml de crème | 2 c. à thé de sauce soja | 1 c. à thé de moutarde de Dijon"
garnitures,Laitue aux raisins secs,https://www.cuisine-libre.org/laitue-aux-raisins-secs,https://www.cuisine-libre.org/local/cache-gd2/52/18d93ce3413f9b4d2cfb593c764e9b.jpg?1644799469,Jardins du Flon,,Durée totale :15 min,Végétarien,,5 min,10 min,PT15M,Mijoté,"Sans viande, Sans œuf, Sans gluten",,,4,"1 oignon, finement haché | 500 g de laitue, parée, coupée en lanières | 5 cs de raisins secs | 1/2 dl de bouillon de légumes | 1 dl de crème"
garnitures,Purée de petits pois à la menthe,https://www.cuisine-libre.org/puree-de-petits-pois-a-la-menthe,https://www.cuisine-libre.org/local/cache-gd2/34/c94cfdb76d69d92bb668e88bdf6c44.jpg?1644797660,Ja6,,Durée totale :10 min,Végétarien,1,5 min,5 min,PT10M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,1,1,1/2 boite de 280 g de petits pois | 60 g de fromage blanc à 40% deMG | 30 g de fromage de chèvre frais | 1 feuille de menthe (ou de ciboulette)
garnitures,Frites de rutabaga et carottes au citron,https://www.cuisine-libre.org/frites-de-rutabaga-et-carottes-au-citron,https://www.cuisine-libre.org/local/cache-gd2/db/aeb9785374716cfb2d7eacda119010.jpg?1644794497,,,Durée totale :40 min,Végétalien (vegan),1,20 min,20 min,PT40M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,1,6,2 rutabagas (env. 550 g) | 4 carottes (env. 450 g) | 1½ c. à soupe d’huile d’olive | 1 c. à soupe de cassonade | 1 citron pressé et zesté | ¼ c. à soupe d’herbes fraîches : ciboulette ou aneth | sel et poivre au goût
garnitures,« Hamburgers » aux haricots rouges et champignons,https://www.cuisine-libre.org/hamburgers-aux-haricots-rouges-et,https://www.cuisine-libre.org/local/cache-gd2/2f/20b8dff0776eb118277140624da4d6.jpg?1644795276,Ja6,,Durée totale :35 min,Végétarien,,15 min,20 min,PT35M,,"Sans viande, Sans œuf",,,5,"1 cuillère à soupe d’huile d’olive | 1 petit oignon - finement haché | 1 gousse d’ail - écrasée | 1 cuillère à café de cumin moulu | 1 cuillère à café de coriandre en poudre | 1/2 cuillère à café de curcuma moulu | 115 g de champignons de Paris - finement hachés | 400 g de haricots rouges en boîte | 2 cuillères à soupe de coriandre fraîche - ciselée | farine complète (facultativement) | huile d’olive, pour badigeonner | sel & poivre noir | yaourt grec, pour accompagner"
garnitures,Pommes de terre « plume ta part »,https://www.cuisine-libre.org/pommes-de-terre-plume-ta-part,https://www.cuisine-libre.org/local/cache-gd2/a2/9ab69548a29963dcc1b3f066236311.jpg?1644794958,Romy,Facile !,Durée totale :35 min,Végétalien (vegan),20,5 min,30 min,PT35M,Vapeur,"Sans viande, Sans œuf, Sans lactose, Sans gluten",4.80,20,,100 à 150 g de pommes de terre par personne
garnitures,Purée de topinambour,https://www.cuisine-libre.org/puree-de-topinambour,https://www.cuisine-libre.org/local/cache-gd2/7e/7c70c1c882dd470a1121baca1fdd7e.jpg?1644795364,Romy,,Durée totale :35 min,Végétarien,52,10 min,25 min,PT35M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,52,4,"800 g de topinambours | 1 noix de beurre | sel, poivre | 1 brin de ciboulette"
garnitures,Purée de butternut,https://www.cuisine-libre.org/puree-de-butternut,https://www.cuisine-libre.org/local/cache-gd2/96/84871090193afee04e9a53a52d015b.jpg?1644795634,,,Durée totale :30 min,Végétarien,,15 min,15 min,PT30M,Vapeur,"Sans viande, Sans gluten",,,,"1 kg de courge butternut | 500 g de pommes de terre | 40 g de beurre | 20 cl de crème liquide | 1 jaune d’œuf | sel, poivre"
garnitures,Kouign patatez,https://www.cuisine-libre.org/kouign-patatez,https://www.cuisine-libre.org/local/cache-gd2/52/164285bd68e3306c370f4a4b22436d.jpg?1644794261,jeanbaptiste_bourgoin,,Durée totale :1 h,Végétarien,2,30 min,30 min,PT1H,Four,Sans viande,5.00,2,4,1 kg de pomme de terre | 250 g de beurre | 300 g de farine de blé noir (sarrasin) | 2 œufs
garnitures,Haricots verts amandine,https://www.cuisine-libre.org/haricots-verts-amandine,https://www.cuisine-libre.org/local/cache-gd2/94/3ec1239a76f8c2e66ae8b41fc08658.jpg?1644794708,,,Durée totale :40 min,Végétarien,,20 min,20 min,PT40M,Sauté,"Sans viande, Sans œuf, Sans gluten",,,4,"450 g de haricots verts français frais | ¼ tasse d’amandes effilées (sinon mondées et concassées) | 1 c. à soupe de beurre | sel, poivre"
garnitures,Chou au chou sauvage,https://www.cuisine-libre.org/chou-au-chou-sauvage,https://www.cuisine-libre.org/local/cache-gd2/e1/3cbab7b934dc7033bb351b943c89b6.jpg?1644862624,USDA,,Durée totale :20 min,Végétalien (vegan),,5 min,15 min,PT20M,Bouilli,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,4,"8 onces (225 g) de chou sauvagecollard greens(lavé, tiges enlevées, râpé) | 2 tasses de chou blanccabbage(râpé) | 1 c. à soupe d’huile d’olive | 1 oignon (haché) | 1 c. à soupe d’ail en poudre | 1 c. à soupe de vinaigre"
garnitures,Girolles à la crème,https://www.cuisine-libre.org/girolles-a-la-creme,https://www.cuisine-libre.org/local/cache-gd2/a4/ea7b685c6ea4b85ac12d779859c6cc.jpg?1644798816,Ja6,,Durée totale :35 min,Végétarien,1,10 min,25 min,PT35M,Mijoté,"Sans viande, Sans œuf, Sans gluten",5.00,1,4,"1,5 kg de girolles - chanterelles | 80 g de beurre | 100 g de crème fraîche | 5 brins de persil | sel, poivre"
garnitures,Purée au potimarron,https://www.cuisine-libre.org/puree-au-potimarron,https://www.cuisine-libre.org/local/cache-gd2/02/084237a114c294f3fe4d768d8f5c71.jpg?1644794691,Romy,,Durée totale :40 min,Végétalien (vegan),23,20 min,20 min,PT40M,Vapeur,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,23,4,300 g de potimarron | 300 g de pommes de terre | 1 g de curry en poudre | sel et poivre
garnitures,Galettes de lentilles et semoule,https://www.cuisine-libre.org/galettes-de-lentilles-et-semoule,https://www.cuisine-libre.org/local/cache-gd2/63/0e56539795c47d0a9e2f8d1345a592.jpg?1644802053,valivalou,,Durée totale :1 h 20,Végétarien,5,45 min,35 min,PT1H20M,Sauté,Sans viande,5.00,5,8,"200 g de lentilles (vertes ou corail) | 150 g de semoule (couscous) complète | 60 g de fromage râpé (emmental ou brebis ou mozza) | 1 œuf | 2 cas de farine | 3 à 4 gousses d’ail | huile d’olive | sel, poivre, herbes fraiches"
garnitures,Chou chinois sauté au gingembre et lardons,https://www.cuisine-libre.org/chou-chinois-saute-au-gingembre-et-lardons,https://www.cuisine-libre.org/local/cache-gd2/b0/508f1cf57e6628b54339e68a3c1f3d.jpg?1644796604,Romy,,Durée totale :30 min,Non végétarien,166,15 min,15 min,PT30M,Mijoté,"Sans œuf, Sans lactose",5.00,166,3,1 chou chinois | 100 à 200 g de lardons fumés | 1 oignon | 3 gousses d’ail | 1 morceau de gingembre | 1 c. soupe de graisse de canard | 3 c. soupe de sauce soja
garnitures,Nage de Saint Jacques crémée au citron,https://www.cuisine-libre.org/nage-de-saint-jacques-cremee-au-citron,https://www.cuisine-libre.org/local/cache-gd2/fe/c3f1027c4845e9c7b09a2486b61f75.jpg?1644796579,serge,,Durée totale :20 min,Non végétarien,15,15 min,5 min,PT20M,Grill,"Sans viande, Sans œuf, Sans gluten",5.00,15,4,"12 grosses noix de Saint Jacques | 1 pot de crème fraiche entière | 1 citron non traité, zesté fin et pressé | 1 poignée de ciboulette"
garnitures,Chouée à la Calaisienne,https://www.cuisine-libre.org/chouee-a-la-calaisienne,https://www.cuisine-libre.org/local/cache-gd2/89/34970a625e6407ab542c84eb361a7d.jpg?1644794506,Ja6,,Durée totale :1 h 10,Non végétarien,,15 min,55 min,PT1H10M,Bouilli,"Sans œuf, Sans lactose, Sans gluten",,0,,"1 kg de choux verts : choisir des choux verts très jeunes, ou des «piochons» c’est-à-dire les pousses latérales des grands choux «à vaches» | 100 g de saindoux | 4 rillons | sel & poivre"
garnitures,Polenta méridionale,https://www.cuisine-libre.org/polenta-meridionale,https://www.cuisine-libre.org/local/cache-gd2/3b/4c5a6ac585f7ed60fe38511f914aa4.jpg?1644797954,,,Durée totale :30 min,Végétalien (vegan),1,15 min,15 min,PT30M,Sauté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,1,3,"125 g de polenta | ½ litre d’eau | 2 oignons | 100 g d’olives | 500 g de tomates | 6 gousses d’ail | huile d’olive | piment | sel, poivre"
garnitures,Épinards à la sauce sésame,https://www.cuisine-libre.org/epinards-a-la-sauce-sesame,https://www.cuisine-libre.org/local/cache-gd2/dc/89d5120cc180cc3c37f877c1b2503f.jpg?1644794505,Romy,,Durée totale :17 min,Végétarien,25,15 min,2 min,PT17M,Vapeur,"Sans viande, Sans œuf, Sans lactose",5.00,25,2,500 g d’épinards frais en branches | 1 c. café de miel | 4 c. soupe de sauce soja | 1 c. café de tahin (purée de sésame) | 2 c. bouillon dashi végé léger | 2 c. soupe de graines de sésame
garnitures,Crémée de chou-rave à l’aneth,https://www.cuisine-libre.org/ragout-de-chou-rave-a-l-aneth,https://www.cuisine-libre.org/local/cache-gd2/9e/907004bea0441f6599f40af389f8d2.jpg?1644794351,SamA.,,Durée totale :30 min,Végétarien,15,15 min,15 min,PT30M,Mijoté,"Sans viande, Sans œuf",5.00,15,,"350 g de chou-rave | 225 g de carottes râpées | 25 g de beurre | 1 tasse de bouillon | 1/2 cuillère d’aneth frais haché | 150 ml de crème | 1 c. soupe de fécule de maïs | sel, poivre"
garnitures,Galette de pomme de terre,https://www.cuisine-libre.org/galettes-de-pomme-de-terre,https://www.cuisine-libre.org/local/cache-gd2/00/3874684708e51aab47de8fce1af6af.jpg?1644796934,Gros,,Durée totale :30 min,Végétarien,126,15 min,15 min,PT30M,Sauté,"Sans viande, Sans lactose, Sans gluten",4.98,126,2,"8 pommes de terre | 2 oignons | 3 œufs | huile d’olive | sel, poivre"
garnitures,Frites de panais à la cannelle,https://www.cuisine-libre.org/frites-de-panais-a-la-cannelle,https://www.cuisine-libre.org/local/cache-gd2/42/19b8d20707d4c04dd09d4303e32be5.jpg?1644796319,SamA.,,Durée totale :30 min,Végétarien,8,30 min,,PT30M,Friture,"Sans viande, Sans œuf, Sans gluten",5.00,8,,panais | beurre | sucre | cannelle
garnitures,Croquettes de maïs,https://www.cuisine-libre.org/croquettes-de-mais,https://www.cuisine-libre.org/local/cache-gd2/b5/d37c31e1a299af3e32faf66df976f3.jpg?1644802054,Ja6,,Durée totale :2 h 50,Végétarien,,25 min,25 min,PT2H50M,Friture,Sans viande,,,4,500 g de grains de maïs au naturel en conserve | 60 g de beurre | 150 g de farine | 50 cl de lait | 1 feuille de laurier | 1 oignon | 2 jaunes d’œufs | 3 œufs entiers | 130 g de chapelure | huile de friture | sel & poivre
garnitures,Salsifis normands,https://www.cuisine-libre.org/salsifis-normands,https://www.cuisine-libre.org/local/cache-gd2/3e/3898adbd6e24ed437a367cb36b47df.jpg?1644797484,Wikimanche,,Durée totale :1 h 10,Végétarien,,10 min,1 h,PT1H10M,,"Sans viande, Sans œuf",,,4,"1 kg de salsifis | 75 g de beurre | 25 g de farine | 1 dl de vin blanc | 200 g de crème | muscade | citron | 1 oignon | sel, poivre"
garnitures,Chou-rave étouffé aux herbes,https://www.cuisine-libre.org/chou-rave-etouffe-aux-herbes,https://www.cuisine-libre.org/local/cache-gd2/ed/b624b6fd7f90008ecb7013411abf76.jpg?1644794349,,,Durée totale :30 min,Végétalien (vegan),3,10 min,20 min,PT30M,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",4.33,3,,"1 ou plusieurs choux-raves | huile d’olive | 1 bouquet de fines herbes : ciboulette, estragon, persil (plat ou frisé)"
garnitures,Moules de bouchot au Gorgonzola,https://www.cuisine-libre.org/moules-de-bouchot-au-gorgonzola,https://www.cuisine-libre.org/local/cache-gd2/6c/e705f52253633f9b6946fb4a71d02e.jpg?1644794809,XavCC,,Durée totale :1 h,Non végétarien,1,40 min,20 min,PT1H,,"Sans viande, Sans gluten",5.00,1,2,"1,4 kg de moules de bouchot de Cancale | 150 g de Gorgonzola | 5 cuillères à soupe de crème d’Isigny | 20 g de beurre salé | 4 oignons jaunes moyens | 3 feuilles de laurier | une poignée de persil frais | poivre et sel | 20 cl de vin blanc sec"
garnitures,Morilles à la crème,https://www.cuisine-libre.org/morilles-a-la-creme,https://www.cuisine-libre.org/local/cache-gd2/43/878d90b5d703117f4af5d4e4839494.jpg?1644797276,Ja6,,Durée totale :40 min,Végétarien,,20 min,20 min,PT40M,,"Sans viande, Sans œuf, Sans gluten",,,4,800 g de morilles | 200 g de crème fraîche | 20 g de beurre | sel & Poivre
garnitures,Courgeron frit,https://www.cuisine-libre.org/courgeron-frit,https://www.cuisine-libre.org/local/cache-gd2/1a/a9ecb07ff4a412ba9e0cd6147d827d.jpg?1644794994,,,Durée totale :1 h 25,Végétalien (vegan),,20 min,5 min,PT1H25M,Friture,"Sans viande, Sans œuf, Sans lactose",,,,1 courgeron | sel | farine | huile de friture
garnitures,Burghul au beurre,https://www.cuisine-libre.org/burghul-au-beurre,https://www.cuisine-libre.org/local/cache-gd2/47/ed8eb23cd2a7fa9728da670452e6ba.jpg?1644799177,Yves Huot-Marchand,Facile !,Durée totale :22 min,Végétarien,,2 min,5 min,PT22M,Vapeur,"Sans viande, Sans œuf",,,6,4 verres d’eau | 2 verres de gros burghul | 125 g de beurre | sel et poivre
garnitures,Moules à la crème,https://www.cuisine-libre.org/moules-a-la-creme,https://www.cuisine-libre.org/local/cache-gd2/ab/8469acec484d7369886a12690fe553.jpg?1644801003,Ja6,,Durée totale :30 min,Non végétarien,,15 min,15 min,PT30M,Bouilli,"Sans viande, Sans gluten",,,8,5 litres de moules de bouchot | 4 échalotes | 2 gousses d’ail - pelées & écrasées | 30 cl de vin blanc sec - muscadet par ex. | 20 cl de crème fraîche épaisse | 2 jaunes d’œufs | 30 g de beurre | 2 brins de thym | 2 feuilles de laurier | 4 brins de persil | poivre
garnitures,Stoemp aux choux de Bruxelles,https://www.cuisine-libre.org/stoemp-aux-choux-de-bruxelles,https://www.cuisine-libre.org/local/cache-gd2/a8/7c6f825c4b84779a8d146e5f8548b7.jpg?1644794404,Romy,,Durée totale :55 min,Végétarien,33,30 min,25 min,PT55M,Bouilli,"Sans viande, Sans œuf, Sans gluten",4.91,33,4,400 g de pommes de terre farineuses (bintje) | 450 g de choux de Bruxelles | 50 g de beurre doux | sel et poivre noir du moulin
garnitures,"Gnocchi de lentilles vertes, petits pois et  (...)",https://www.cuisine-libre.org/gnocchi-de-lentilles-vertes-du-puy-petits-pois-et-artichauts-grilles-aux,https://www.cuisine-libre.org/local/cache-gd2/51/ec1953c619a2904225482f83a5410b.jpg?1644794342,Christine Calvet,,Durée totale :1 h,Végétalien (vegan),2,35 min,25 min,PT1H,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,2,4,Pâte à gnocchi | 400 g de patate douce | 400 g de lentilles vertes du Puy | 2 c. à s. de graines de lin | Accompagnement | 800 g de petits pois écossés | 4 petits artichauts violets | 60 g d’amandes effilées | 1 petit citron | 2 gousses d’ail | 1 c. à s. d’herbes de Provence | 1 branche de romarin frais | 1 bouquet de persil | sel aux herbes | poivre du moulin 3 baies | huile d’olive
garnitures,Maïs bouilli,https://www.cuisine-libre.org/mais-bouilli,https://www.cuisine-libre.org/local/cache-gd2/44/c8aa4ad61a1ed2543e54f14a3da6ec.jpg?1644799515,Gargantua,,Durée totale :25 min,Végétarien,,15 min,10 min,PT25M,Bouilli,"Sans viande, Sans œuf",,,,épis de maïs frais | eau | beurre | sel et poivre au moulin
